method,target_number,guesses
Golden Ratio,43,7
Golden Ratio,18,5
Golden Ratio,55,6
Golden Ratio,91,6
Golden Ratio,35,5
Golden Ratio,25,6
Golden Ratio,65,7
Golden Ratio,91,6
Golden Ratio,17,8
Golden Ratio,27,8
Golden Ratio,96,5
Golden Ratio,34,7
Golden Ratio,38,2
Golden Ratio,49,5
Golden Ratio,38,2
Golden Ratio,91,6
Golden Ratio,76,6
Golden Ratio,76,6
Golden Ratio,84,7
Golden Ratio,92,5
Golden Ratio,98,4
Golden Ratio,89,7
Golden Ratio,68,7
Golden Ratio,58,6
Golden Ratio,18,5
Golden Ratio,31,7
Golden Ratio,9,8
Golden Ratio,67,6
Golden Ratio,16,7
Golden Ratio,26,7
Golden Ratio,58,6
Golden Ratio,26,7
Golden Ratio,32,4
Golden Ratio,54,5
Golden Ratio,50,6
Golden Ratio,84,7
Golden Ratio,18,5
Golden Ratio,76,6
Golden Ratio,2,7
Golden Ratio,87,5
Golden Ratio,90,4
Golden Ratio,91,6
Golden Ratio,37,7
Golden Ratio,72,5
Golden Ratio,59,5
Golden Ratio,88,6
Golden Ratio,49,5
Golden Ratio,4,6
Golden Ratio,5,7
Golden Ratio,59,5
Golden Ratio,58,6
Golden Ratio,68,7
Golden Ratio,8,7
Golden Ratio,91,6
Golden Ratio,71,7
Golden Ratio,75,3
Golden Ratio,24,7
Golden Ratio,70,6
Golden Ratio,91,6
Golden Ratio,10,6
Golden Ratio,14,7
Golden Ratio,81,6
Golden Ratio,85,2
Golden Ratio,18,5
Golden Ratio,6,8
Golden Ratio,19,7
Golden Ratio,49,5
Golden Ratio,57,4
Golden Ratio,90,4
Golden Ratio,44,6
Golden Ratio,20,6
Golden Ratio,62,1
Golden Ratio,65,7
Golden Ratio,77,5
Golden Ratio,82,5
Golden Ratio,98,4
Golden Ratio,8,7
Golden Ratio,73,6
Golden Ratio,52,3
Golden Ratio,22,8
Golden Ratio,60,6
Golden Ratio,39,7
Golden Ratio,41,7
Golden Ratio,46,4
Golden Ratio,47,6
Golden Ratio,90,4
Golden Ratio,41,7
Golden Ratio,69,4
Golden Ratio,95,6
Golden Ratio,17,8
Golden Ratio,47,6
Golden Ratio,16,7
Golden Ratio,28,5
Golden Ratio,47,6
Golden Ratio,70,6
Golden Ratio,92,5
Golden Ratio,67,6
Golden Ratio,34,7
Golden Ratio,99,5
Golden Ratio,41,7
Golden Ratio,57,4
Golden Ratio,57,4
Golden Ratio,70,6
Golden Ratio,33,6
Golden Ratio,80,4
Golden Ratio,12,8
Golden Ratio,20,6
Golden Ratio,26,7
Golden Ratio,84,7
Golden Ratio,81,6
Golden Ratio,96,5
Golden Ratio,45,7
Golden Ratio,46,4
Golden Ratio,18,5
Golden Ratio,93,6
Golden Ratio,1,8
Golden Ratio,19,7
Golden Ratio,69,4
Golden Ratio,99,5
Golden Ratio,63,7
Golden Ratio,28,5
Golden Ratio,49,5
Golden Ratio,29,7
Golden Ratio,49,5
Golden Ratio,22,8
Golden Ratio,87,5
Golden Ratio,96,5
Golden Ratio,36,6
Golden Ratio,67,6
Golden Ratio,59,5
Golden Ratio,88,6
Golden Ratio,100,6
Golden Ratio,59,5
Golden Ratio,63,7
Golden Ratio,83,6
Golden Ratio,82,5
Golden Ratio,83,6
Golden Ratio,92,5
Golden Ratio,22,8
Golden Ratio,24,7
Golden Ratio,40,6
Golden Ratio,69,4
Golden Ratio,36,6
Golden Ratio,81,6
Golden Ratio,69,4
Golden Ratio,22,8
Golden Ratio,38,2
Golden Ratio,49,5
Golden Ratio,43,7
Golden Ratio,72,5
Golden Ratio,60,6
Golden Ratio,10,6
Golden Ratio,9,8
Golden Ratio,44,6
Golden Ratio,57,4
Golden Ratio,53,6
Golden Ratio,36,6
Golden Ratio,17,8
Golden Ratio,75,3
Golden Ratio,84,7
Golden Ratio,52,3
Golden Ratio,84,7
Golden Ratio,20,6
Golden Ratio,27,8
Golden Ratio,59,5
Golden Ratio,50,6
Golden Ratio,7,5
Golden Ratio,10,6
Golden Ratio,10,6
Golden Ratio,38,2
Golden Ratio,64,6
Golden Ratio,50,6
Golden Ratio,94,3
Golden Ratio,77,5
Golden Ratio,99,5
Golden Ratio,69,4
Golden Ratio,60,6
Golden Ratio,58,6
Golden Ratio,22,8
Golden Ratio,94,3
Golden Ratio,14,7
Golden Ratio,86,6
Golden Ratio,63,7
Golden Ratio,87,5
Golden Ratio,34,7
Golden Ratio,31,7
Golden Ratio,71,7
Golden Ratio,83,6
Golden Ratio,93,6
Golden Ratio,3,8
Golden Ratio,37,7
Golden Ratio,93,6
Golden Ratio,35,5
Golden Ratio,33,6
Golden Ratio,99,5
Golden Ratio,56,7
Golden Ratio,59,5
Golden Ratio,5,7
Golden Ratio,62,1
Golden Ratio,66,5
Golden Ratio,51,7
Golden Ratio,47,6
Golden Ratio,42,5
Golden Ratio,33,6
Golden Ratio,55,6
Golden Ratio,95,6
Golden Ratio,9,8
Golden Ratio,54,5
Golden Ratio,28,5
Golden Ratio,53,6
Golden Ratio,51,7
Golden Ratio,4,6
Golden Ratio,49,5
Golden Ratio,64,6
Golden Ratio,76,6
Golden Ratio,41,7
Golden Ratio,68,7
Golden Ratio,64,6
Golden Ratio,42,5
Golden Ratio,26,7
Golden Ratio,73,6
Golden Ratio,45,7
Golden Ratio,43,7
Golden Ratio,93,6
Golden Ratio,46,4
Golden Ratio,59,5
Golden Ratio,65,7
Golden Ratio,81,6
Golden Ratio,85,2
Golden Ratio,11,7
Golden Ratio,55,6
Golden Ratio,44,6
Golden Ratio,90,4
Golden Ratio,35,5
Golden Ratio,15,6
Golden Ratio,97,6
Golden Ratio,97,6
Golden Ratio,68,7
Golden Ratio,27,8
Golden Ratio,40,6
Golden Ratio,19,7
Golden Ratio,74,7
Golden Ratio,55,6
Golden Ratio,4,6
Golden Ratio,17,8
Golden Ratio,95,6
Golden Ratio,12,8
Golden Ratio,4,6
Golden Ratio,17,8
Golden Ratio,98,4
Golden Ratio,22,8
Golden Ratio,31,7
Golden Ratio,61,7
Golden Ratio,46,4
Golden Ratio,58,6
Golden Ratio,15,6
Golden Ratio,66,5
Golden Ratio,46,4
Golden Ratio,85,2
Golden Ratio,36,6
Golden Ratio,37,7
Golden Ratio,85,2
Golden Ratio,34,7
Golden Ratio,38,2
Golden Ratio,91,6
Golden Ratio,65,7
Golden Ratio,15,6
Golden Ratio,52,3
Golden Ratio,3,8
Golden Ratio,21,7
Golden Ratio,33,6
Golden Ratio,51,7
Golden Ratio,78,6
Golden Ratio,41,7
Golden Ratio,85,2
Golden Ratio,48,7
Golden Ratio,87,5
Golden Ratio,20,6
Golden Ratio,66,5
Golden Ratio,83,6
Golden Ratio,71,7
Golden Ratio,31,7
Golden Ratio,5,7
Golden Ratio,64,6
Golden Ratio,71,7
Golden Ratio,68,7
Golden Ratio,4,6
Golden Ratio,92,5
Golden Ratio,18,5
Golden Ratio,99,5
Golden Ratio,29,7
Golden Ratio,30,6
Golden Ratio,40,6
Golden Ratio,27,8
Golden Ratio,98,4
Golden Ratio,45,7
Golden Ratio,26,7
Golden Ratio,53,6
Golden Ratio,86,6
Golden Ratio,43,7
Golden Ratio,5,7
Golden Ratio,60,6
Golden Ratio,20,6
Golden Ratio,7,5
Golden Ratio,77,5
Golden Ratio,65,7
Golden Ratio,25,6
Golden Ratio,8,7
Golden Ratio,84,7
Golden Ratio,49,5
Golden Ratio,62,1
Golden Ratio,88,6
Golden Ratio,31,7
Golden Ratio,93,6
Golden Ratio,55,6
Golden Ratio,7,5
Golden Ratio,21,7
Golden Ratio,44,6
Golden Ratio,63,7
Golden Ratio,51,7
Golden Ratio,24,7
Golden Ratio,54,5
Golden Ratio,52,3
Golden Ratio,91,6
Golden Ratio,64,6
Golden Ratio,52,3
Golden Ratio,38,2
Golden Ratio,82,5
Golden Ratio,90,4
Golden Ratio,89,7
Golden Ratio,93,6
Golden Ratio,82,5
Golden Ratio,87,5
Golden Ratio,77,5
Golden Ratio,34,7
Golden Ratio,39,7
Golden Ratio,23,3
Golden Ratio,87,5
Golden Ratio,81,6
Golden Ratio,75,3
Golden Ratio,98,4
Golden Ratio,97,6
Golden Ratio,45,7
Golden Ratio,44,6
Golden Ratio,94,3
Golden Ratio,22,8
Golden Ratio,20,6
Golden Ratio,32,4
Golden Ratio,5,7
Golden Ratio,76,6
Golden Ratio,43,7
Golden Ratio,43,7
Golden Ratio,6,8
Golden Ratio,25,6
Golden Ratio,55,6
Golden Ratio,66,5
Golden Ratio,56,7
Golden Ratio,22,8
Golden Ratio,90,4
Golden Ratio,56,7
Golden Ratio,74,7
Golden Ratio,38,2
Golden Ratio,90,4
Golden Ratio,91,6
Golden Ratio,4,6
Golden Ratio,83,6
Golden Ratio,100,6
Golden Ratio,37,7
Golden Ratio,53,6
Golden Ratio,1,8
Golden Ratio,39,7
Golden Ratio,24,7
Golden Ratio,76,6
Golden Ratio,11,7
Golden Ratio,53,6
Golden Ratio,99,5
Golden Ratio,42,5
Golden Ratio,63,7
Golden Ratio,3,8
Golden Ratio,63,7
Golden Ratio,84,7
Golden Ratio,57,4
Golden Ratio,91,6
Golden Ratio,87,5
Golden Ratio,86,6
Golden Ratio,32,4
Golden Ratio,79,7
Golden Ratio,83,6
Golden Ratio,9,8
Golden Ratio,50,6
Golden Ratio,20,6
Noisy Midpoint,77,8
Noisy Midpoint,10,5
Noisy Midpoint,10,6
Noisy Midpoint,87,6
Noisy Midpoint,68,8
Noisy Midpoint,80,8
Noisy Midpoint,76,6
Noisy Midpoint,42,8
Noisy Midpoint,36,8
Noisy Midpoint,4,4
Noisy Midpoint,30,6
Noisy Midpoint,15,7
Noisy Midpoint,70,10
Noisy Midpoint,66,7
Noisy Midpoint,19,7
Noisy Midpoint,35,3
Noisy Midpoint,57,5
Noisy Midpoint,98,5
Noisy Midpoint,34,6
Noisy Midpoint,49,8
Noisy Midpoint,2,7
Noisy Midpoint,39,6
Noisy Midpoint,2,7
Noisy Midpoint,4,7
Noisy Midpoint,53,7
Noisy Midpoint,66,9
Noisy Midpoint,1,6
Noisy Midpoint,99,6
Noisy Midpoint,55,6
Noisy Midpoint,31,7
Noisy Midpoint,39,7
Noisy Midpoint,7,6
Noisy Midpoint,19,7
Noisy Midpoint,7,6
Noisy Midpoint,50,11
Noisy Midpoint,61,7
Noisy Midpoint,63,6
Noisy Midpoint,62,5
Noisy Midpoint,9,6
Noisy Midpoint,26,8
Noisy Midpoint,34,5
Noisy Midpoint,78,2
Noisy Midpoint,68,5
Noisy Midpoint,58,7
Noisy Midpoint,67,7
Noisy Midpoint,84,9
Noisy Midpoint,33,5
Noisy Midpoint,98,7
Noisy Midpoint,79,4
Noisy Midpoint,81,8
Noisy Midpoint,4,7
Noisy Midpoint,21,7
Noisy Midpoint,86,8
Noisy Midpoint,34,7
Noisy Midpoint,73,6
Noisy Midpoint,44,7
Noisy Midpoint,36,7
Noisy Midpoint,10,8
Noisy Midpoint,38,6
Noisy Midpoint,20,6
Noisy Midpoint,83,4
Noisy Midpoint,14,3
Noisy Midpoint,11,8
Noisy Midpoint,49,7
Noisy Midpoint,53,7
Noisy Midpoint,2,7
Noisy Midpoint,15,5
Noisy Midpoint,34,5
Noisy Midpoint,65,6
Noisy Midpoint,43,6
Noisy Midpoint,25,5
Noisy Midpoint,81,5
Noisy Midpoint,88,8
Noisy Midpoint,91,5
Noisy Midpoint,75,6
Noisy Midpoint,3,4
Noisy Midpoint,36,6
Noisy Midpoint,82,7
Noisy Midpoint,1,5
Noisy Midpoint,38,3
Noisy Midpoint,82,6
Noisy Midpoint,9,6
Noisy Midpoint,72,4
Noisy Midpoint,59,3
Noisy Midpoint,91,8
Noisy Midpoint,43,7
Noisy Midpoint,56,5
Noisy Midpoint,20,6
Noisy Midpoint,79,8
Noisy Midpoint,24,4
Noisy Midpoint,26,2
Noisy Midpoint,36,6
Noisy Midpoint,88,10
Noisy Midpoint,66,7
Noisy Midpoint,48,6
Noisy Midpoint,54,7
Noisy Midpoint,36,9
Noisy Midpoint,36,6
Noisy Midpoint,5,9
Noisy Midpoint,48,1
Noisy Midpoint,81,5
Noisy Midpoint,48,7
Noisy Midpoint,13,7
Noisy Midpoint,18,9
Noisy Midpoint,34,5
Noisy Midpoint,85,6
Noisy Midpoint,23,7
Noisy Midpoint,42,8
Noisy Midpoint,94,5
Noisy Midpoint,29,7
Noisy Midpoint,51,5
Noisy Midpoint,49,6
Noisy Midpoint,24,7
Noisy Midpoint,68,5
Noisy Midpoint,57,3
Noisy Midpoint,56,11
Noisy Midpoint,15,5
Noisy Midpoint,51,7
Noisy Midpoint,23,7
Noisy Midpoint,84,9
Noisy Midpoint,34,5
Noisy Midpoint,50,5
Noisy Midpoint,3,5
Noisy Midpoint,11,4
Noisy Midpoint,41,5
Noisy Midpoint,64,7
Noisy Midpoint,17,6
Noisy Midpoint,22,6
Noisy Midpoint,87,3
Noisy Midpoint,91,4
Noisy Midpoint,11,3
Noisy Midpoint,72,8
Noisy Midpoint,75,4
Noisy Midpoint,72,6
Noisy Midpoint,73,2
Noisy Midpoint,90,4
Noisy Midpoint,49,8
Noisy Midpoint,41,7
Noisy Midpoint,2,7
Noisy Midpoint,48,1
Noisy Midpoint,96,4
Noisy Midpoint,50,1
Noisy Midpoint,32,8
Noisy Midpoint,39,5
Noisy Midpoint,48,6
Noisy Midpoint,85,3
Noisy Midpoint,22,8
Noisy Midpoint,81,6
Noisy Midpoint,72,5
Noisy Midpoint,84,5
Noisy Midpoint,44,6
Noisy Midpoint,51,5
Noisy Midpoint,18,7
Noisy Midpoint,12,6
Noisy Midpoint,49,7
Noisy Midpoint,99,7
Noisy Midpoint,80,4
Noisy Midpoint,65,4
Noisy Midpoint,93,6
Noisy Midpoint,27,7
Noisy Midpoint,88,3
Noisy Midpoint,33,5
Noisy Midpoint,86,8
Noisy Midpoint,94,6
Noisy Midpoint,72,8
Noisy Midpoint,23,2
Noisy Midpoint,53,6
Noisy Midpoint,54,6
Noisy Midpoint,15,5
Noisy Midpoint,99,7
Noisy Midpoint,99,4
Noisy Midpoint,69,7
Noisy Midpoint,30,6
Noisy Midpoint,29,7
Noisy Midpoint,12,9
Noisy Midpoint,70,6
Noisy Midpoint,98,6
Noisy Midpoint,11,7
Noisy Midpoint,6,5
Noisy Midpoint,11,6
Noisy Midpoint,30,7
Noisy Midpoint,10,4
Noisy Midpoint,15,6
Noisy Midpoint,1,6
Noisy Midpoint,59,8
Noisy Midpoint,59,4
Noisy Midpoint,96,7
Noisy Midpoint,60,7
Noisy Midpoint,33,6
Noisy Midpoint,57,9
Noisy Midpoint,8,7
Noisy Midpoint,91,7
Noisy Midpoint,36,6
Noisy Midpoint,58,6
Noisy Midpoint,68,7
Noisy Midpoint,37,3
Noisy Midpoint,43,6
Noisy Midpoint,58,7
Noisy Midpoint,52,4
Noisy Midpoint,24,2
Noisy Midpoint,89,8
Noisy Midpoint,87,5
Noisy Midpoint,49,7
Noisy Midpoint,62,7
Noisy Midpoint,28,2
Noisy Midpoint,54,10
Noisy Midpoint,4,6
Noisy Midpoint,78,8
Noisy Midpoint,74,9
Noisy Midpoint,32,11
Noisy Midpoint,61,4
Noisy Midpoint,36,7
Noisy Midpoint,33,8
Noisy Midpoint,26,2
Noisy Midpoint,66,9
Noisy Midpoint,45,7
Noisy Midpoint,8,7
Noisy Midpoint,57,8
Noisy Midpoint,56,5
Noisy Midpoint,31,6
Noisy Midpoint,65,7
Noisy Midpoint,65,6
Noisy Midpoint,1,7
Noisy Midpoint,61,6
Noisy Midpoint,84,8
Noisy Midpoint,45,6
Noisy Midpoint,76,7
Noisy Midpoint,93,7
Noisy Midpoint,24,5
Noisy Midpoint,98,8
Noisy Midpoint,70,5
Noisy Midpoint,38,5
Noisy Midpoint,50,1
Noisy Midpoint,96,7
Noisy Midpoint,61,6
Noisy Midpoint,69,7
Noisy Midpoint,26,4
Noisy Midpoint,96,7
Noisy Midpoint,52,6
Noisy Midpoint,83,6
Noisy Midpoint,38,4
Noisy Midpoint,54,9
Noisy Midpoint,43,7
Noisy Midpoint,7,8
Noisy Midpoint,74,7
Noisy Midpoint,51,6
Noisy Midpoint,27,5
Noisy Midpoint,26,11
Noisy Midpoint,41,8
Noisy Midpoint,4,7
Noisy Midpoint,60,3
Noisy Midpoint,87,7
Noisy Midpoint,17,4
Noisy Midpoint,41,6
Noisy Midpoint,89,3
Noisy Midpoint,9,5
Noisy Midpoint,56,7
Noisy Midpoint,70,7
Noisy Midpoint,55,6
Noisy Midpoint,95,6
Noisy Midpoint,74,7
Noisy Midpoint,16,6
Noisy Midpoint,43,8
Noisy Midpoint,79,6
Noisy Midpoint,27,10
Noisy Midpoint,22,6
Noisy Midpoint,93,9
Noisy Midpoint,42,5
Noisy Midpoint,7,11
Noisy Midpoint,90,9
Noisy Midpoint,63,9
Noisy Midpoint,97,6
Noisy Midpoint,78,6
Noisy Midpoint,80,2
Noisy Midpoint,41,6
Noisy Midpoint,8,5
Noisy Midpoint,14,5
Noisy Midpoint,82,11
Noisy Midpoint,93,6
Noisy Midpoint,71,7
Noisy Midpoint,96,8
Noisy Midpoint,81,4
Noisy Midpoint,99,8
Noisy Midpoint,68,5
Noisy Midpoint,72,7
Noisy Midpoint,46,6
Noisy Midpoint,50,6
Noisy Midpoint,74,5
Noisy Midpoint,13,3
Noisy Midpoint,14,7
Noisy Midpoint,71,8
Noisy Midpoint,23,2
Noisy Midpoint,76,5
Noisy Midpoint,74,6
Noisy Midpoint,13,7
Noisy Midpoint,17,7
Noisy Midpoint,86,3
Noisy Midpoint,32,4
Noisy Midpoint,48,6
Noisy Midpoint,29,4
Noisy Midpoint,63,4
Noisy Midpoint,52,1
Noisy Midpoint,69,6
Noisy Midpoint,63,5
Noisy Midpoint,46,4
Noisy Midpoint,22,6
Noisy Midpoint,2,6
Noisy Midpoint,18,8
Noisy Midpoint,88,5
Noisy Midpoint,69,7
Noisy Midpoint,85,6
Noisy Midpoint,34,3
Noisy Midpoint,59,7
Noisy Midpoint,45,6
Noisy Midpoint,86,6
Noisy Midpoint,79,7
Noisy Midpoint,88,6
Noisy Midpoint,89,8
Noisy Midpoint,21,6
Noisy Midpoint,41,6
Noisy Midpoint,62,3
Noisy Midpoint,46,7
Noisy Midpoint,31,4
Noisy Midpoint,99,9
Noisy Midpoint,61,5
Noisy Midpoint,36,3
Noisy Midpoint,29,10
Noisy Midpoint,78,4
Noisy Midpoint,14,3
Noisy Midpoint,66,5
Noisy Midpoint,53,8
Noisy Midpoint,52,4
Noisy Midpoint,57,6
Noisy Midpoint,88,6
Noisy Midpoint,43,6
Noisy Midpoint,50,5
Noisy Midpoint,59,8
Noisy Midpoint,30,8
Noisy Midpoint,39,8
Noisy Midpoint,87,6
Noisy Midpoint,54,5
Noisy Midpoint,42,5
Noisy Midpoint,67,9
Noisy Midpoint,22,10
Noisy Midpoint,1,6
Noisy Midpoint,45,9
Noisy Midpoint,2,8
Noisy Midpoint,29,7
Noisy Midpoint,46,8
Noisy Midpoint,73,5
Noisy Midpoint,95,8
Noisy Midpoint,77,6
Noisy Midpoint,35,9
Noisy Midpoint,87,8
Noisy Midpoint,61,6
Noisy Midpoint,16,6
Noisy Midpoint,30,5
Noisy Midpoint,81,4
Noisy Midpoint,25,6
Noisy Midpoint,20,8
Noisy Midpoint,8,6
Noisy Midpoint,72,8
Noisy Midpoint,10,6
Noisy Midpoint,60,3
Noisy Midpoint,18,8
Noisy Midpoint,99,6
Noisy Midpoint,2,8
Noisy Midpoint,16,7
Noisy Midpoint,17,8
Noisy Midpoint,25,5
Noisy Midpoint,42,6
Noisy Midpoint,14,7
Noisy Midpoint,69,4
Noisy Midpoint,76,7
Noisy Midpoint,31,6
Noisy Midpoint,2,6
Noisy Midpoint,75,2
Noisy Midpoint,91,8
Noisy Midpoint,92,8
Noisy Midpoint,57,4
Noisy Midpoint,23,5
Noisy Midpoint,30,6
Noisy Midpoint,79,2
Noisy Midpoint,12,7
Noisy Midpoint,62,8
Noisy Midpoint,50,6
Noisy Midpoint,69,4
Noisy Midpoint,80,7
Noisy Midpoint,56,8
Noisy Midpoint,45,8
Noisy Midpoint,42,7
Noisy Midpoint,45,8
Noisy Midpoint,67,6
Noisy Midpoint,64,7
Noisy Midpoint,40,7
Noisy Midpoint,23,6
Noisy Midpoint,64,6
Noisy Midpoint,89,7
Noisy Midpoint,76,6
Noisy Midpoint,22,5
Noisy Midpoint,52,7
Noisy Midpoint,91,7
Noisy Midpoint,80,7
Noisy Midpoint,53,5
Noisy Midpoint,3,5
Noisy Midpoint,43,5
Noisy Midpoint,10,3
Noisy Midpoint,10,3
Noisy Midpoint,79,4
Noisy Midpoint,12,7
Noisy Midpoint,27,7
Noisy Midpoint,84,3
Noisy Midpoint,17,7
Noisy Midpoint,3,5
Noisy Midpoint,13,3
Noisy Midpoint,28,5
Noisy Midpoint,32,10
Noisy Midpoint,82,7
Noisy Midpoint,38,7
Noisy Midpoint,44,7
Noisy Midpoint,9,10
Noisy Midpoint,20,7
Noisy Midpoint,84,7
Noisy Midpoint,19,4
Noisy Midpoint,43,7
Noisy Midpoint,14,8
Noisy Midpoint,87,7
Noisy Midpoint,74,8
Noisy Midpoint,61,5
Noisy Midpoint,8,7
Noisy Midpoint,75,6
Noisy Midpoint,12,6
Noisy Midpoint,28,7
Noisy Midpoint,16,4
Noisy Midpoint,13,8
Noisy Midpoint,81,8
Noisy Midpoint,27,4
Noisy Midpoint,91,7
Noisy Midpoint,6,9
Noisy Midpoint,42,7
Noisy Midpoint,46,8
Noisy Midpoint,34,6
Noisy Midpoint,35,6
Noisy Midpoint,22,5
Noisy Midpoint,51,11
Noisy Midpoint,12,6
Noisy Midpoint,85,8
Noisy Midpoint,71,5
Noisy Midpoint,21,8
Noisy Midpoint,100,7
Noisy Midpoint,15,4
Noisy Midpoint,11,5
Noisy Midpoint,63,6
Noisy Midpoint,89,8
Noisy Midpoint,34,7
Noisy Midpoint,67,10
Noisy Midpoint,80,6
Noisy Midpoint,56,6
Noisy Midpoint,73,6
Noisy Midpoint,86,7
Noisy Midpoint,21,7
Noisy Midpoint,29,6
Noisy Midpoint,99,6
Noisy Midpoint,19,9
Noisy Midpoint,7,8
Noisy Midpoint,74,7
Noisy Midpoint,27,5
Noisy Midpoint,54,8
Noisy Midpoint,56,6
Noisy Midpoint,59,6
Noisy Midpoint,72,10
Noisy Midpoint,91,6
Noisy Midpoint,59,9
Noisy Midpoint,29,4
Noisy Midpoint,33,7
Noisy Midpoint,89,6
Noisy Midpoint,63,9
Noisy Midpoint,89,3
Noisy Midpoint,53,1
Noisy Midpoint,30,7
Noisy Midpoint,36,7
Noisy Midpoint,15,7
Noisy Midpoint,49,6
Noisy Midpoint,8,6
Noisy Midpoint,44,7
Noisy Midpoint,92,8
Noisy Midpoint,51,5
Noisy Midpoint,52,7
Noisy Midpoint,26,11
Noisy Midpoint,60,5
Noisy Midpoint,67,5
Noisy Midpoint,92,11
Noisy Midpoint,75,6
Noisy Midpoint,46,7
Noisy Midpoint,40,8
Noisy Midpoint,49,6
Noisy Midpoint,26,2
Noisy Midpoint,84,7
Noisy Midpoint,31,7
Noisy Midpoint,21,5
Noisy Midpoint,12,9
Noisy Midpoint,100,10
Noisy Midpoint,20,7
Noisy Midpoint,69,4
Noisy Midpoint,78,6
Noisy Midpoint,61,6
Noisy Midpoint,59,3
Noisy Midpoint,53,7
Noisy Midpoint,77,7
Noisy Midpoint,73,2
Noisy Midpoint,59,7
Noisy Midpoint,11,6
Noisy Midpoint,70,7
Noisy Midpoint,57,5
Noisy Midpoint,7,7
Noisy Midpoint,91,9
Noisy Midpoint,100,6
Noisy Midpoint,46,9
Noisy Midpoint,48,8
Noisy Midpoint,91,7
Noisy Midpoint,39,7
Noisy Midpoint,55,7
Noisy Midpoint,6,8
Noisy Midpoint,17,7
Noisy Midpoint,31,8
Noisy Midpoint,17,6
Noisy Midpoint,28,9
Noisy Midpoint,83,7
Noisy Midpoint,66,8
Noisy Midpoint,41,6
Noisy Midpoint,18,6
Noisy Midpoint,10,8
Noisy Midpoint,84,5
Noisy Midpoint,78,5
Noisy Midpoint,88,6
Noisy Midpoint,33,7
Noisy Midpoint,78,6
Noisy Midpoint,64,6
Noisy Midpoint,49,7
Noisy Midpoint,87,8
Noisy Midpoint,53,1
Noisy Midpoint,86,8
Noisy Midpoint,11,7
Noisy Midpoint,2,7
Noisy Midpoint,82,7
Noisy Midpoint,63,8
Noisy Midpoint,13,7
Noisy Midpoint,68,9
Noisy Midpoint,41,8
Noisy Midpoint,64,6
Noisy Midpoint,56,8
Noisy Midpoint,39,6
Noisy Midpoint,56,8
Noisy Midpoint,28,8
Noisy Midpoint,67,9
Noisy Midpoint,14,6
Noisy Midpoint,44,6
Noisy Midpoint,74,7
Noisy Midpoint,47,8
Noisy Midpoint,9,7
Noisy Midpoint,34,6
Noisy Midpoint,22,6
Noisy Midpoint,23,8
Noisy Midpoint,29,7
Noisy Midpoint,86,6
Noisy Midpoint,71,5
Noisy Midpoint,35,8
Noisy Midpoint,40,6
Noisy Midpoint,39,7
Noisy Midpoint,97,7
Noisy Midpoint,12,5
Noisy Midpoint,93,7
Noisy Midpoint,7,8
Noisy Midpoint,20,8
Noisy Midpoint,28,7
Noisy Midpoint,16,4
Noisy Midpoint,1,7
Noisy Midpoint,19,5
Noisy Midpoint,79,6
Noisy Midpoint,40,6
Noisy Midpoint,12,7
Noisy Midpoint,31,5
Noisy Midpoint,71,7
Noisy Midpoint,5,6
Noisy Midpoint,68,8
Noisy Midpoint,30,6
Noisy Midpoint,57,8
Noisy Midpoint,79,5
Noisy Midpoint,74,9
Noisy Midpoint,78,5
Noisy Midpoint,93,9
Noisy Midpoint,16,8
Noisy Midpoint,1,7
Noisy Midpoint,41,3
Noisy Midpoint,47,7
Noisy Midpoint,50,8
Noisy Midpoint,89,8
Noisy Midpoint,25,2
Noisy Midpoint,8,6
Noisy Midpoint,36,7
Noisy Midpoint,93,6
Noisy Midpoint,79,10
Noisy Midpoint,96,6
Noisy Midpoint,5,7
Noisy Midpoint,61,3
Noisy Midpoint,25,6
Noisy Midpoint,69,8
Noisy Midpoint,47,8
Noisy Midpoint,31,7
Noisy Midpoint,74,6
Noisy Midpoint,35,6
Noisy Midpoint,44,4
Noisy Midpoint,22,6
Noisy Midpoint,77,7
Noisy Midpoint,23,9
Noisy Midpoint,53,6
Noisy Midpoint,18,7
Noisy Midpoint,91,7
Noisy Midpoint,26,2
Noisy Midpoint,8,6
Noisy Midpoint,65,6
Noisy Midpoint,57,7
Noisy Midpoint,2,7
Noisy Midpoint,5,6
Noisy Midpoint,72,6
Noisy Midpoint,56,7
Noisy Midpoint,20,6
Noisy Midpoint,81,6
Noisy Midpoint,77,7
Noisy Midpoint,86,7
Noisy Midpoint,96,5
Noisy Midpoint,86,4
Noisy Midpoint,26,6
Noisy Midpoint,29,9
Noisy Midpoint,77,8
Noisy Midpoint,40,6
Noisy Midpoint,78,2
Noisy Midpoint,36,7
Noisy Midpoint,23,2
Noisy Midpoint,58,9
Noisy Midpoint,69,6
Noisy Midpoint,74,2
Noisy Midpoint,100,7
Noisy Midpoint,6,7
Noisy Midpoint,59,4
Noisy Midpoint,14,3
Noisy Midpoint,32,6
Noisy Midpoint,75,5
Noisy Midpoint,22,9
Noisy Midpoint,52,8
Noisy Midpoint,79,5
Noisy Midpoint,88,7
Noisy Midpoint,63,6
Noisy Midpoint,56,6
Noisy Midpoint,16,7
Noisy Midpoint,56,4
Noisy Midpoint,5,9
Noisy Midpoint,30,6
Noisy Midpoint,45,5
Noisy Midpoint,80,7
Noisy Midpoint,24,8
Noisy Midpoint,59,8
Noisy Midpoint,95,6
Noisy Midpoint,61,8
